user,stimulus_order,image_a,image_b,reference_a,reference_b,choice
test1,485,images/train_2000/133_R02.png_crop_59_0000_a.png,images/train_2000/133_R02.png_crop_59_0000_b.png,images/train_2000/133_R02.png_crop_59_0000_ref.png,images/train_2000/133_R02.png_crop_59_0000_ref.png,B
test1,486,images/train_2000/133_R03.png_crop_107_0000_a.png,images/train_2000/133_R03.png_crop_107_0000_b.png,images/train_2000/133_R03.png_crop_107_0000_ref.png,images/train_2000/133_R03.png_crop_107_0000_ref.png,B
test1,487,images/train_2000/133_R03.png_crop_121_0000_a.png,images/train_2000/133_R03.png_crop_121_0000_b.png,images/train_2000/133_R03.png_crop_121_0000_ref.png,images/train_2000/133_R03.png_crop_121_0000_ref.png,B
test1,488,images/train_2000/133_R03.png_crop_27_0000_a.png,images/train_2000/133_R03.png_crop_27_0000_b.png,images/train_2000/133_R03.png_crop_27_0000_ref.png,images/train_2000/133_R03.png_crop_27_0000_ref.png,A
test1,489,images/train_2000/133_R03.png_crop_59_0000_a.png,images/train_2000/133_R03.png_crop_59_0000_b.png,images/train_2000/133_R03.png_crop_59_0000_ref.png,images/train_2000/133_R03.png_crop_59_0000_ref.png,A
test1,490,images/train_2000/133_R03.png_crop_90_0000_a.png,images/train_2000/133_R03.png_crop_90_0000_b.png,images/train_2000/133_R03.png_crop_90_0000_ref.png,images/train_2000/133_R03.png_crop_90_0000_ref.png,B
test1,491,images/train_2000/133_R03.png_crop_95_0000_a.png,images/train_2000/133_R03.png_crop_95_0000_b.png,images/train_2000/133_R03.png_crop_95_0000_ref.png,images/train_2000/133_R03.png_crop_95_0000_ref.png,A
test1,492,images/train_2000/134_R01.png_crop_105_0000_a.png,images/train_2000/134_R01.png_crop_105_0000_b.png,images/train_2000/134_R01.png_crop_105_0000_ref.png,images/train_2000/134_R01.png_crop_105_0000_ref.png,B
test1,493,images/train_2000/134_R01.png_crop_106_0000_a.png,images/train_2000/134_R01.png_crop_106_0000_b.png,images/train_2000/134_R01.png_crop_106_0000_ref.png,images/train_2000/134_R01.png_crop_106_0000_ref.png,B
test1,494,images/train_2000/134_R01.png_crop_112_0000_a.png,images/train_2000/134_R01.png_crop_112_0000_b.png,images/train_2000/134_R01.png_crop_112_0000_ref.png,images/train_2000/134_R01.png_crop_112_0000_ref.png,B
test1,495,images/train_2000/134_R01.png_crop_142_0000_a.png,images/train_2000/134_R01.png_crop_142_0000_b.png,images/train_2000/134_R01.png_crop_142_0000_ref.png,images/train_2000/134_R01.png_crop_142_0000_ref.png,B
test1,496,images/train_2000/134_R01.png_crop_151_0000_a.png,images/train_2000/134_R01.png_crop_151_0000_b.png,images/train_2000/134_R01.png_crop_151_0000_ref.png,images/train_2000/134_R01.png_crop_151_0000_ref.png,B
test1,497,images/train_2000/134_R01.png_crop_231_0000_a.png,images/train_2000/134_R01.png_crop_231_0000_b.png,images/train_2000/134_R01.png_crop_231_0000_ref.png,images/train_2000/134_R01.png_crop_231_0000_ref.png,A
test1,498,images/train_2000/134_R01.png_crop_34_0000_a.png,images/train_2000/134_R01.png_crop_34_0000_b.png,images/train_2000/134_R01.png_crop_34_0000_ref.png,images/train_2000/134_R01.png_crop_34_0000_ref.png,B
test1,499,images/train_2000/134_R01.png_crop_56_0000_a.png,images/train_2000/134_R01.png_crop_56_0000_b.png,images/train_2000/134_R01.png_crop_56_0000_ref.png,images/train_2000/134_R01.png_crop_56_0000_ref.png,A
test1,500,images/train_2000/134_R01.png_crop_75_0000_a.png,images/train_2000/134_R01.png_crop_75_0000_b.png,images/train_2000/134_R01.png_crop_75_0000_ref.png,images/train_2000/134_R01.png_crop_75_0000_ref.png,A
test1,501,images/train_2000/134_R02.png_crop_103_0000_a.png,images/train_2000/134_R02.png_crop_103_0000_b.png,images/train_2000/134_R02.png_crop_103_0000_ref.png,images/train_2000/134_R02.png_crop_103_0000_ref.png,A
test1,502,images/train_2000/134_R02.png_crop_113_0000_a.png,images/train_2000/134_R02.png_crop_113_0000_b.png,images/train_2000/134_R02.png_crop_113_0000_ref.png,images/train_2000/134_R02.png_crop_113_0000_ref.png,A
test1,503,images/train_2000/134_R02.png_crop_128_0000_a.png,images/train_2000/134_R02.png_crop_128_0000_b.png,images/train_2000/134_R02.png_crop_128_0000_ref.png,images/train_2000/134_R02.png_crop_128_0000_ref.png,B
test1,504,images/train_2000/134_R02.png_crop_143_0000_a.png,images/train_2000/134_R02.png_crop_143_0000_b.png,images/train_2000/134_R02.png_crop_143_0000_ref.png,images/train_2000/134_R02.png_crop_143_0000_ref.png,A
test1,505,images/train_2000/134_R02.png_crop_157_0000_a.png,images/train_2000/134_R02.png_crop_157_0000_b.png,images/train_2000/134_R02.png_crop_157_0000_ref.png,images/train_2000/134_R02.png_crop_157_0000_ref.png,A
test1,506,images/train_2000/134_R02.png_crop_161_0000_a.png,images/train_2000/134_R02.png_crop_161_0000_b.png,images/train_2000/134_R02.png_crop_161_0000_ref.png,images/train_2000/134_R02.png_crop_161_0000_ref.png,A
test1,507,images/train_2000/134_R02.png_crop_163_0000_a.png,images/train_2000/134_R02.png_crop_163_0000_b.png,images/train_2000/134_R02.png_crop_163_0000_ref.png,images/train_2000/134_R02.png_crop_163_0000_ref.png,B
test1,508,images/train_2000/134_R02.png_crop_181_0000_a.png,images/train_2000/134_R02.png_crop_181_0000_b.png,images/train_2000/134_R02.png_crop_181_0000_ref.png,images/train_2000/134_R02.png_crop_181_0000_ref.png,B
test1,509,images/train_2000/134_R02.png_crop_184_0000_a.png,images/train_2000/134_R02.png_crop_184_0000_b.png,images/train_2000/134_R02.png_crop_184_0000_ref.png,images/train_2000/134_R02.png_crop_184_0000_ref.png,B
test1,510,images/train_2000/134_R02.png_crop_234_0000_a.png,images/train_2000/134_R02.png_crop_234_0000_b.png,images/train_2000/134_R02.png_crop_234_0000_ref.png,images/train_2000/134_R02.png_crop_234_0000_ref.png,A
test1,511,images/train_2000/134_R02.png_crop_49_0000_a.png,images/train_2000/134_R02.png_crop_49_0000_b.png,images/train_2000/134_R02.png_crop_49_0000_ref.png,images/train_2000/134_R02.png_crop_49_0000_ref.png,B
test1,512,images/train_2000/134_R02.png_crop_90_0000_a.png,images/train_2000/134_R02.png_crop_90_0000_b.png,images/train_2000/134_R02.png_crop_90_0000_ref.png,images/train_2000/134_R02.png_crop_90_0000_ref.png,B
test1,513,images/train_2000/134_R03.png_crop_111_0000_a.png,images/train_2000/134_R03.png_crop_111_0000_b.png,images/train_2000/134_R03.png_crop_111_0000_ref.png,images/train_2000/134_R03.png_crop_111_0000_ref.png,A
test1,514,images/train_2000/134_R03.png_crop_122_0000_a.png,images/train_2000/134_R03.png_crop_122_0000_b.png,images/train_2000/134_R03.png_crop_122_0000_ref.png,images/train_2000/134_R03.png_crop_122_0000_ref.png,A
test1,515,images/train_2000/134_R03.png_crop_130_0000_a.png,images/train_2000/134_R03.png_crop_130_0000_b.png,images/train_2000/134_R03.png_crop_130_0000_ref.png,images/train_2000/134_R03.png_crop_130_0000_ref.png,A
test1,516,images/train_2000/134_R03.png_crop_149_0000_a.png,images/train_2000/134_R03.png_crop_149_0000_b.png,images/train_2000/134_R03.png_crop_149_0000_ref.png,images/train_2000/134_R03.png_crop_149_0000_ref.png,B
test1,517,images/train_2000/134_R03.png_crop_163_0000_a.png,images/train_2000/134_R03.png_crop_163_0000_b.png,images/train_2000/134_R03.png_crop_163_0000_ref.png,images/train_2000/134_R03.png_crop_163_0000_ref.png,B
test1,518,images/train_2000/134_R03.png_crop_177_0000_a.png,images/train_2000/134_R03.png_crop_177_0000_b.png,images/train_2000/134_R03.png_crop_177_0000_ref.png,images/train_2000/134_R03.png_crop_177_0000_ref.png,A
test1,519,images/train_2000/134_R03.png_crop_178_0000_a.png,images/train_2000/134_R03.png_crop_178_0000_b.png,images/train_2000/134_R03.png_crop_178_0000_ref.png,images/train_2000/134_R03.png_crop_178_0000_ref.png,A
test1,520,images/train_2000/134_R03.png_crop_182_0000_a.png,images/train_2000/134_R03.png_crop_182_0000_b.png,images/train_2000/134_R03.png_crop_182_0000_ref.png,images/train_2000/134_R03.png_crop_182_0000_ref.png,B
test1,521,images/train_2000/134_R03.png_crop_19_0000_a.png,images/train_2000/134_R03.png_crop_19_0000_b.png,images/train_2000/134_R03.png_crop_19_0000_ref.png,images/train_2000/134_R03.png_crop_19_0000_ref.png,A
test1,522,images/train_2000/134_R03.png_crop_26_0000_a.png,images/train_2000/134_R03.png_crop_26_0000_b.png,images/train_2000/134_R03.png_crop_26_0000_ref.png,images/train_2000/134_R03.png_crop_26_0000_ref.png,A
test1,523,images/train_2000/134_R03.png_crop_60_0000_a.png,images/train_2000/134_R03.png_crop_60_0000_b.png,images/train_2000/134_R03.png_crop_60_0000_ref.png,images/train_2000/134_R03.png_crop_60_0000_ref.png,A
test1,524,images/train_2000/135_R01.png_crop_47_0000_a.png,images/train_2000/135_R01.png_crop_47_0000_b.png,images/train_2000/135_R01.png_crop_47_0000_ref.png,images/train_2000/135_R01.png_crop_47_0000_ref.png,A
test1,525,images/train_2000/135_R01.png_crop_48_0000_a.png,images/train_2000/135_R01.png_crop_48_0000_b.png,images/train_2000/135_R01.png_crop_48_0000_ref.png,images/train_2000/135_R01.png_crop_48_0000_ref.png,A
test1,526,images/train_2000/135_R02.png_crop_51_0000_a.png,images/train_2000/135_R02.png_crop_51_0000_b.png,images/train_2000/135_R02.png_crop_51_0000_ref.png,images/train_2000/135_R02.png_crop_51_0000_ref.png,A
test1,527,images/train_2000/135_R02.png_crop_63_0000_a.png,images/train_2000/135_R02.png_crop_63_0000_b.png,images/train_2000/135_R02.png_crop_63_0000_ref.png,images/train_2000/135_R02.png_crop_63_0000_ref.png,B
test1,528,images/train_2000/135_R03.png_crop_26_0000_a.png,images/train_2000/135_R03.png_crop_26_0000_b.png,images/train_2000/135_R03.png_crop_26_0000_ref.png,images/train_2000/135_R03.png_crop_26_0000_ref.png,A
test1,529,images/train_2000/135_R03.png_crop_2_0000_a.png,images/train_2000/135_R03.png_crop_2_0000_b.png,images/train_2000/135_R03.png_crop_2_0000_ref.png,images/train_2000/135_R03.png_crop_2_0000_ref.png,B
test1,530,images/train_2000/135_R03.png_crop_7_0000_a.png,images/train_2000/135_R03.png_crop_7_0000_b.png,images/train_2000/135_R03.png_crop_7_0000_ref.png,images/train_2000/135_R03.png_crop_7_0000_ref.png,B
test1,531,images/train_2000/137.png_crop_110_0000_a.png,images/train_2000/137.png_crop_110_0000_b.png,images/train_2000/137.png_crop_110_0000_ref.png,images/train_2000/137.png_crop_110_0000_ref.png,B
test1,532,images/train_2000/137.png_crop_154_0000_a.png,images/train_2000/137.png_crop_154_0000_b.png,images/train_2000/137.png_crop_154_0000_ref.png,images/train_2000/137.png_crop_154_0000_ref.png,B
test1,533,images/train_2000/137.png_crop_155_0000_a.png,images/train_2000/137.png_crop_155_0000_b.png,images/train_2000/137.png_crop_155_0000_ref.png,images/train_2000/137.png_crop_155_0000_ref.png,A
test1,534,images/train_2000/137.png_crop_18_0000_a.png,images/train_2000/137.png_crop_18_0000_b.png,images/train_2000/137.png_crop_18_0000_ref.png,images/train_2000/137.png_crop_18_0000_ref.png,B
test1,535,images/train_2000/137.png_crop_217_0000_a.png,images/train_2000/137.png_crop_217_0000_b.png,images/train_2000/137.png_crop_217_0000_ref.png,images/train_2000/137.png_crop_217_0000_ref.png,A
test1,536,images/train_2000/137.png_crop_228_0000_a.png,images/train_2000/137.png_crop_228_0000_b.png,images/train_2000/137.png_crop_228_0000_ref.png,images/train_2000/137.png_crop_228_0000_ref.png,B
test1,537,images/train_2000/137.png_crop_242_0000_a.png,images/train_2000/137.png_crop_242_0000_b.png,images/train_2000/137.png_crop_242_0000_ref.png,images/train_2000/137.png_crop_242_0000_ref.png,A
test1,538,images/train_2000/137.png_crop_243_0000_a.png,images/train_2000/137.png_crop_243_0000_b.png,images/train_2000/137.png_crop_243_0000_ref.png,images/train_2000/137.png_crop_243_0000_ref.png,A
test1,539,images/train_2000/137.png_crop_246_0000_a.png,images/train_2000/137.png_crop_246_0000_b.png,images/train_2000/137.png_crop_246_0000_ref.png,images/train_2000/137.png_crop_246_0000_ref.png,B
test1,540,images/train_2000/137.png_crop_282_0000_a.png,images/train_2000/137.png_crop_282_0000_b.png,images/train_2000/137.png_crop_282_0000_ref.png,images/train_2000/137.png_crop_282_0000_ref.png,B
test1,541,images/train_2000/137.png_crop_289_0000_a.png,images/train_2000/137.png_crop_289_0000_b.png,images/train_2000/137.png_crop_289_0000_ref.png,images/train_2000/137.png_crop_289_0000_ref.png,A
test1,542,images/train_2000/137.png_crop_323_0000_a.png,images/train_2000/137.png_crop_323_0000_b.png,images/train_2000/137.png_crop_323_0000_ref.png,images/train_2000/137.png_crop_323_0000_ref.png,B
test1,543,images/train_2000/137.png_crop_388_0000_a.png,images/train_2000/137.png_crop_388_0000_b.png,images/train_2000/137.png_crop_388_0000_ref.png,images/train_2000/137.png_crop_388_0000_ref.png,A
test1,544,images/train_2000/137.png_crop_63_0000_a.png,images/train_2000/137.png_crop_63_0000_b.png,images/train_2000/137.png_crop_63_0000_ref.png,images/train_2000/137.png_crop_63_0000_ref.png,B
test1,545,images/train_2000/137.png_crop_6_0000_a.png,images/train_2000/137.png_crop_6_0000_b.png,images/train_2000/137.png_crop_6_0000_ref.png,images/train_2000/137.png_crop_6_0000_ref.png,A
test1,546,images/train_2000/137.png_crop_81_0000_a.png,images/train_2000/137.png_crop_81_0000_b.png,images/train_2000/137.png_crop_81_0000_ref.png,images/train_2000/137.png_crop_81_0000_ref.png,B
test1,547,images/train_2000/137.png_crop_92_0000_a.png,images/train_2000/137.png_crop_92_0000_b.png,images/train_2000/137.png_crop_92_0000_ref.png,images/train_2000/137.png_crop_92_0000_ref.png,A
test1,548,images/train_2000/138.png_crop_119_0000_a.png,images/train_2000/138.png_crop_119_0000_b.png,images/train_2000/138.png_crop_119_0000_ref.png,images/train_2000/138.png_crop_119_0000_ref.png,A
test1,549,images/train_2000/138.png_crop_137_0000_a.png,images/train_2000/138.png_crop_137_0000_b.png,images/train_2000/138.png_crop_137_0000_ref.png,images/train_2000/138.png_crop_137_0000_ref.png,B
test1,550,images/train_2000/138.png_crop_143_0000_a.png,images/train_2000/138.png_crop_143_0000_b.png,images/train_2000/138.png_crop_143_0000_ref.png,images/train_2000/138.png_crop_143_0000_ref.png,A
test1,551,images/train_2000/138.png_crop_196_0000_a.png,images/train_2000/138.png_crop_196_0000_b.png,images/train_2000/138.png_crop_196_0000_ref.png,images/train_2000/138.png_crop_196_0000_ref.png,A
test1,552,images/train_2000/138.png_crop_222_0000_a.png,images/train_2000/138.png_crop_222_0000_b.png,images/train_2000/138.png_crop_222_0000_ref.png,images/train_2000/138.png_crop_222_0000_ref.png,B
test1,553,images/train_2000/138.png_crop_245_0000_a.png,images/train_2000/138.png_crop_245_0000_b.png,images/train_2000/138.png_crop_245_0000_ref.png,images/train_2000/138.png_crop_245_0000_ref.png,A
test1,554,images/train_2000/138.png_crop_248_0000_a.png,images/train_2000/138.png_crop_248_0000_b.png,images/train_2000/138.png_crop_248_0000_ref.png,images/train_2000/138.png_crop_248_0000_ref.png,A
test1,555,images/train_2000/138.png_crop_249_0000_a.png,images/train_2000/138.png_crop_249_0000_b.png,images/train_2000/138.png_crop_249_0000_ref.png,images/train_2000/138.png_crop_249_0000_ref.png,A
test1,556,images/train_2000/138.png_crop_269_0000_a.png,images/train_2000/138.png_crop_269_0000_b.png,images/train_2000/138.png_crop_269_0000_ref.png,images/train_2000/138.png_crop_269_0000_ref.png,B
test1,557,images/train_2000/138.png_crop_274_0000_a.png,images/train_2000/138.png_crop_274_0000_b.png,images/train_2000/138.png_crop_274_0000_ref.png,images/train_2000/138.png_crop_274_0000_ref.png,A
test1,558,images/train_2000/138.png_crop_38_0000_a.png,images/train_2000/138.png_crop_38_0000_b.png,images/train_2000/138.png_crop_38_0000_ref.png,images/train_2000/138.png_crop_38_0000_ref.png,B
test1,559,images/train_2000/138.png_crop_6_0000_a.png,images/train_2000/138.png_crop_6_0000_b.png,images/train_2000/138.png_crop_6_0000_ref.png,images/train_2000/138.png_crop_6_0000_ref.png,A
test1,560,images/train_2000/139.png_crop_105_0000_a.png,images/train_2000/139.png_crop_105_0000_b.png,images/train_2000/139.png_crop_105_0000_ref.png,images/train_2000/139.png_crop_105_0000_ref.png,B
test1,561,images/train_2000/139.png_crop_136_0000_a.png,images/train_2000/139.png_crop_136_0000_b.png,images/train_2000/139.png_crop_136_0000_ref.png,images/train_2000/139.png_crop_136_0000_ref.png,B
test1,562,images/train_2000/139.png_crop_168_0000_a.png,images/train_2000/139.png_crop_168_0000_b.png,images/train_2000/139.png_crop_168_0000_ref.png,images/train_2000/139.png_crop_168_0000_ref.png,B
test1,563,images/train_2000/139.png_crop_169_0000_a.png,images/train_2000/139.png_crop_169_0000_b.png,images/train_2000/139.png_crop_169_0000_ref.png,images/train_2000/139.png_crop_169_0000_ref.png,B
test1,564,images/train_2000/143_R01.png_crop_102_0000_a.png,images/train_2000/143_R01.png_crop_102_0000_b.png,images/train_2000/143_R01.png_crop_102_0000_ref.png,images/train_2000/143_R01.png_crop_102_0000_ref.png,A
test1,565,images/train_2000/143_R01.png_crop_108_0000_a.png,images/train_2000/143_R01.png_crop_108_0000_b.png,images/train_2000/143_R01.png_crop_108_0000_ref.png,images/train_2000/143_R01.png_crop_108_0000_ref.png,A
test1,566,images/train_2000/143_R01.png_crop_17_0000_a.png,images/train_2000/143_R01.png_crop_17_0000_b.png,images/train_2000/143_R01.png_crop_17_0000_ref.png,images/train_2000/143_R01.png_crop_17_0000_ref.png,A
test1,567,images/train_2000/143_R01.png_crop_183_0000_a.png,images/train_2000/143_R01.png_crop_183_0000_b.png,images/train_2000/143_R01.png_crop_183_0000_ref.png,images/train_2000/143_R01.png_crop_183_0000_ref.png,A
test1,568,images/train_2000/143_R01.png_crop_197_0000_a.png,images/train_2000/143_R01.png_crop_197_0000_b.png,images/train_2000/143_R01.png_crop_197_0000_ref.png,images/train_2000/143_R01.png_crop_197_0000_ref.png,A
test1,569,images/train_2000/143_R01.png_crop_238_0000_a.png,images/train_2000/143_R01.png_crop_238_0000_b.png,images/train_2000/143_R01.png_crop_238_0000_ref.png,images/train_2000/143_R01.png_crop_238_0000_ref.png,B
test1,570,images/train_2000/143_R01.png_crop_23_0000_a.png,images/train_2000/143_R01.png_crop_23_0000_b.png,images/train_2000/143_R01.png_crop_23_0000_ref.png,images/train_2000/143_R01.png_crop_23_0000_ref.png,B
test1,571,images/train_2000/143_R01.png_crop_246_0000_a.png,images/train_2000/143_R01.png_crop_246_0000_b.png,images/train_2000/143_R01.png_crop_246_0000_ref.png,images/train_2000/143_R01.png_crop_246_0000_ref.png,A
test1,572,images/train_2000/143_R01.png_crop_249_0000_a.png,images/train_2000/143_R01.png_crop_249_0000_b.png,images/train_2000/143_R01.png_crop_249_0000_ref.png,images/train_2000/143_R01.png_crop_249_0000_ref.png,A
test1,573,images/train_2000/143_R01.png_crop_24_0000_a.png,images/train_2000/143_R01.png_crop_24_0000_b.png,images/train_2000/143_R01.png_crop_24_0000_ref.png,images/train_2000/143_R01.png_crop_24_0000_ref.png,B
test1,574,images/train_2000/143_R01.png_crop_252_0000_a.png,images/train_2000/143_R01.png_crop_252_0000_b.png,images/train_2000/143_R01.png_crop_252_0000_ref.png,images/train_2000/143_R01.png_crop_252_0000_ref.png,B
test1,575,images/train_2000/143_R01.png_crop_258_0000_a.png,images/train_2000/143_R01.png_crop_258_0000_b.png,images/train_2000/143_R01.png_crop_258_0000_ref.png,images/train_2000/143_R01.png_crop_258_0000_ref.png,B
test1,576,images/train_2000/143_R01.png_crop_260_0000_a.png,images/train_2000/143_R01.png_crop_260_0000_b.png,images/train_2000/143_R01.png_crop_260_0000_ref.png,images/train_2000/143_R01.png_crop_260_0000_ref.png,B
test1,577,images/train_2000/143_R01.png_crop_261_0000_a.png,images/train_2000/143_R01.png_crop_261_0000_b.png,images/train_2000/143_R01.png_crop_261_0000_ref.png,images/train_2000/143_R01.png_crop_261_0000_ref.png,A
test1,578,images/train_2000/143_R01.png_crop_263_0000_a.png,images/train_2000/143_R01.png_crop_263_0000_b.png,images/train_2000/143_R01.png_crop_263_0000_ref.png,images/train_2000/143_R01.png_crop_263_0000_ref.png,A
test1,579,images/train_2000/143_R01.png_crop_271_0000_a.png,images/train_2000/143_R01.png_crop_271_0000_b.png,images/train_2000/143_R01.png_crop_271_0000_ref.png,images/train_2000/143_R01.png_crop_271_0000_ref.png,B
test1,580,images/train_2000/143_R01.png_crop_30_0000_a.png,images/train_2000/143_R01.png_crop_30_0000_b.png,images/train_2000/143_R01.png_crop_30_0000_ref.png,images/train_2000/143_R01.png_crop_30_0000_ref.png,B
test1,581,images/train_2000/143_R01.png_crop_33_0000_a.png,images/train_2000/143_R01.png_crop_33_0000_b.png,images/train_2000/143_R01.png_crop_33_0000_ref.png,images/train_2000/143_R01.png_crop_33_0000_ref.png,A
test1,582,images/train_2000/143_R01.png_crop_68_0000_a.png,images/train_2000/143_R01.png_crop_68_0000_b.png,images/train_2000/143_R01.png_crop_68_0000_ref.png,images/train_2000/143_R01.png_crop_68_0000_ref.png,B
test1,583,images/train_2000/143_R01.png_crop_6_0000_a.png,images/train_2000/143_R01.png_crop_6_0000_b.png,images/train_2000/143_R01.png_crop_6_0000_ref.png,images/train_2000/143_R01.png_crop_6_0000_ref.png,B
test1,584,images/train_2000/143_R01.png_crop_81_0000_a.png,images/train_2000/143_R01.png_crop_81_0000_b.png,images/train_2000/143_R01.png_crop_81_0000_ref.png,images/train_2000/143_R01.png_crop_81_0000_ref.png,B
test1,585,images/train_2000/143_R01.png_crop_89_0000_a.png,images/train_2000/143_R01.png_crop_89_0000_b.png,images/train_2000/143_R01.png_crop_89_0000_ref.png,images/train_2000/143_R01.png_crop_89_0000_ref.png,B
test1,586,images/train_2000/143_R01.png_crop_91_0000_a.png,images/train_2000/143_R01.png_crop_91_0000_b.png,images/train_2000/143_R01.png_crop_91_0000_ref.png,images/train_2000/143_R01.png_crop_91_0000_ref.png,A
test1,587,images/train_2000/143_R01.png_crop_99_0000_a.png,images/train_2000/143_R01.png_crop_99_0000_b.png,images/train_2000/143_R01.png_crop_99_0000_ref.png,images/train_2000/143_R01.png_crop_99_0000_ref.png,B
test1,588,images/train_2000/143_R02.png_crop_131_0000_a.png,images/train_2000/143_R02.png_crop_131_0000_b.png,images/train_2000/143_R02.png_crop_131_0000_ref.png,images/train_2000/143_R02.png_crop_131_0000_ref.png,A
test1,589,images/train_2000/143_R02.png_crop_133_0000_a.png,images/train_2000/143_R02.png_crop_133_0000_b.png,images/train_2000/143_R02.png_crop_133_0000_ref.png,images/train_2000/143_R02.png_crop_133_0000_ref.png,A
test1,590,images/train_2000/143_R02.png_crop_13_0000_a.png,images/train_2000/143_R02.png_crop_13_0000_b.png,images/train_2000/143_R02.png_crop_13_0000_ref.png,images/train_2000/143_R02.png_crop_13_0000_ref.png,A
test1,591,images/train_2000/143_R02.png_crop_153_0000_a.png,images/train_2000/143_R02.png_crop_153_0000_b.png,images/train_2000/143_R02.png_crop_153_0000_ref.png,images/train_2000/143_R02.png_crop_153_0000_ref.png,A
test1,592,images/train_2000/143_R02.png_crop_160_0000_a.png,images/train_2000/143_R02.png_crop_160_0000_b.png,images/train_2000/143_R02.png_crop_160_0000_ref.png,images/train_2000/143_R02.png_crop_160_0000_ref.png,B
test1,593,images/train_2000/143_R02.png_crop_162_0000_a.png,images/train_2000/143_R02.png_crop_162_0000_b.png,images/train_2000/143_R02.png_crop_162_0000_ref.png,images/train_2000/143_R02.png_crop_162_0000_ref.png,B
test1,594,images/train_2000/143_R02.png_crop_171_0000_a.png,images/train_2000/143_R02.png_crop_171_0000_b.png,images/train_2000/143_R02.png_crop_171_0000_ref.png,images/train_2000/143_R02.png_crop_171_0000_ref.png,B
test1,595,images/train_2000/143_R02.png_crop_17_0000_a.png,images/train_2000/143_R02.png_crop_17_0000_b.png,images/train_2000/143_R02.png_crop_17_0000_ref.png,images/train_2000/143_R02.png_crop_17_0000_ref.png,B
test1,596,images/train_2000/143_R02.png_crop_182_0000_a.png,images/train_2000/143_R02.png_crop_182_0000_b.png,images/train_2000/143_R02.png_crop_182_0000_ref.png,images/train_2000/143_R02.png_crop_182_0000_ref.png,B
test1,597,images/train_2000/143_R02.png_crop_188_0000_a.png,images/train_2000/143_R02.png_crop_188_0000_b.png,images/train_2000/143_R02.png_crop_188_0000_ref.png,images/train_2000/143_R02.png_crop_188_0000_ref.png,B
test1,598,images/train_2000/143_R02.png_crop_194_0000_a.png,images/train_2000/143_R02.png_crop_194_0000_b.png,images/train_2000/143_R02.png_crop_194_0000_ref.png,images/train_2000/143_R02.png_crop_194_0000_ref.png,B
test1,599,images/train_2000/143_R02.png_crop_227_0000_a.png,images/train_2000/143_R02.png_crop_227_0000_b.png,images/train_2000/143_R02.png_crop_227_0000_ref.png,images/train_2000/143_R02.png_crop_227_0000_ref.png,B
test1,600,images/train_2000/143_R02.png_crop_234_0000_a.png,images/train_2000/143_R02.png_crop_234_0000_b.png,images/train_2000/143_R02.png_crop_234_0000_ref.png,images/train_2000/143_R02.png_crop_234_0000_ref.png,A
test1,601,images/train_2000/143_R02.png_crop_235_0000_a.png,images/train_2000/143_R02.png_crop_235_0000_b.png,images/train_2000/143_R02.png_crop_235_0000_ref.png,images/train_2000/143_R02.png_crop_235_0000_ref.png,B
test1,602,images/train_2000/143_R02.png_crop_236_0000_a.png,images/train_2000/143_R02.png_crop_236_0000_b.png,images/train_2000/143_R02.png_crop_236_0000_ref.png,images/train_2000/143_R02.png_crop_236_0000_ref.png,A
test1,603,images/train_2000/143_R02.png_crop_3_0000_a.png,images/train_2000/143_R02.png_crop_3_0000_b.png,images/train_2000/143_R02.png_crop_3_0000_ref.png,images/train_2000/143_R02.png_crop_3_0000_ref.png,A
test1,604,images/train_2000/143_R02.png_crop_47_0000_a.png,images/train_2000/143_R02.png_crop_47_0000_b.png,images/train_2000/143_R02.png_crop_47_0000_ref.png,images/train_2000/143_R02.png_crop_47_0000_ref.png,A
test1,605,images/train_2000/143_R02.png_crop_49_0000_a.png,images/train_2000/143_R02.png_crop_49_0000_b.png,images/train_2000/143_R02.png_crop_49_0000_ref.png,images/train_2000/143_R02.png_crop_49_0000_ref.png,B
test1,606,images/train_2000/143_R02.png_crop_58_0000_a.png,images/train_2000/143_R02.png_crop_58_0000_b.png,images/train_2000/143_R02.png_crop_58_0000_ref.png,images/train_2000/143_R02.png_crop_58_0000_ref.png,B
test1,607,images/train_2000/143_R02.png_crop_67_0000_a.png,images/train_2000/143_R02.png_crop_67_0000_b.png,images/train_2000/143_R02.png_crop_67_0000_ref.png,images/train_2000/143_R02.png_crop_67_0000_ref.png,A
test1,608,images/train_2000/143_R02.png_crop_76_0000_a.png,images/train_2000/143_R02.png_crop_76_0000_b.png,images/train_2000/143_R02.png_crop_76_0000_ref.png,images/train_2000/143_R02.png_crop_76_0000_ref.png,B
test1,609,images/train_2000/143_R02.png_crop_77_0000_a.png,images/train_2000/143_R02.png_crop_77_0000_b.png,images/train_2000/143_R02.png_crop_77_0000_ref.png,images/train_2000/143_R02.png_crop_77_0000_ref.png,A
test1,610,images/train_2000/143_R02.png_crop_93_0000_a.png,images/train_2000/143_R02.png_crop_93_0000_b.png,images/train_2000/143_R02.png_crop_93_0000_ref.png,images/train_2000/143_R02.png_crop_93_0000_ref.png,B
test1,611,images/train_2000/143_R03.png_crop_107_0000_a.png,images/train_2000/143_R03.png_crop_107_0000_b.png,images/train_2000/143_R03.png_crop_107_0000_ref.png,images/train_2000/143_R03.png_crop_107_0000_ref.png,B
